"SG_UF","SG_UE","str_to_title(NM_UE)","final_name"
"AC","01023","Porto Acre","Porto Acre (AC)"
"AC","01074","Cruzeiro Do Sul","Cruzeiro Do Sul (AC)"
"AC","01082","Rodrigues Alves","Rodrigues Alves (AC)"
"AC","01112","Epitaciolândia","Epitaciolândia (AC)"
"AC","01139","Feijó","Feijó (AC)"
"AC","01392","Rio Branco","Rio Branco (AC)"
"AC","01457","Sena Madureira","Sena Madureira (AC)"
"AC","01473","Tarauacá","Tarauacá (AC)"
"AC","01511","Plácido De Castro","Plácido De Castro (AC)"
"AC","01538","Senador Guiomard","Senador Guiomard (AC)"
"AC","01554","Manoel Urbano","Manoel Urbano (AC)"
"AL","27006","Paripueira","Paripueira (AL)"
"AL","27022","Pariconha","Pariconha (AL)"
"AL","27049","Estrela De Alagoas","Estrela De Alagoas (AL)"
"AL","27057","Arapiraca","Arapiraca (AL)"
"AL","27065","Jequiá Da Praia","Jequiá Da Praia (AL)"
"AL","27073","Atalaia","Atalaia (AL)"
"AL","27081","Campestre","Campestre (AL)"
"AL","27090","Barra De Santo Antônio","Barra De Santo Antônio (AL)"
"AL","27111","Barra De São Miguel","Barra De São Miguel (AL)"
"AL","27138","Batalha","Batalha (AL)"
"AL","27170","Belo Monte","Belo Monte (AL)"
"AL","27197","Boca Da Mata","Boca Da Mata (AL)"
"AL","27278","Campo Alegre","Campo Alegre (AL)"
"AL","27316","Canapi","Canapi (AL)"
"AL","27332","Capela","Capela (AL)"
"AL","27359","Carneiros","Carneiros (AL)"
"AL","27391","Coité Do Nóia","Coité Do Nóia (AL)"
"AL","27413","Colônia Leopoldina","Colônia Leopoldina (AL)"
"AL","27430","Coqueiro Seco","Coqueiro Seco (AL)"
"AL","27472","Delmiro Gouveia","Delmiro Gouveia (AL)"
"AL","27499","Dois Riachos","Dois Riachos (AL)"
"AL","27510","Feira Grande","Feira Grande (AL)"
"AL","27553","Flexeiras","Flexeiras (AL)"
"AL","27634","Igreja Nova","Igreja Nova (AL)"
"AL","27650","Inhapi","Inhapi (AL)"
"AL","27693","Jacuípe","Jacuípe (AL)"
"AL","27715","Japaratinga","Japaratinga (AL)"
"AL","27758","Joaquim Gomes","Joaquim Gomes (AL)"
"AL","27774","Jundiá","Jundiá (AL)"
"AL","27790","Junqueiro","Junqueiro (AL)"
"AL","27812","Lagoa Da Canoa","Lagoa Da Canoa (AL)"
"AL","27839","Limoeiro De Anadia","Limoeiro De Anadia (AL)"
"AL","27855","Maceió","Maceió (AL)"
"AL","27871","Major Isidoro","Major Isidoro (AL)"
"AL","27898","Maragogi","Maragogi (AL)"
"AL","27936","Marechal Deodoro","Marechal Deodoro (AL)"
"AL","27995","Mata Grande","Mata Grande (AL)"
"AL","28010","Matriz De Camaragibe","Matriz De Camaragibe (AL)"
"AL","28118","Novo Lino","Novo Lino (AL)"
"AL","28134","Olho D Água Das Flores","Olho D Água Das Flores (AL)"
"AL","28150","Olho D Água Do Casado","Olho D Água Do Casado (AL)"
"AL","28193","Olivença","Olivença (AL)"
"AL","28215","Ouro Branco","Ouro Branco (AL)"
"AL","28231","Palestina","Palestina (AL)"
"AL","28258","Palmeira Dos Índios","Palmeira Dos Índios (AL)"
"AL","28274","Pão De Açúcar","Pão De Açúcar (AL)"
"AL","28355","Piaçabuçu","Piaçabuçu (AL)"
"AL","28371","Pilar","Pilar (AL)"
"AL","28410","Piranhas","Piranhas (AL)"
"AL","28452","Porto Calvo","Porto Calvo (AL)"
"AL","28479","Porto De Pedras","Porto De Pedras (AL)"
"AL","28495","Porto Real Do Colégio","Porto Real Do Colégio (AL)"
"AL","28533","Rio Largo","Rio Largo (AL)"
"AL","28550","Roteiro","Roteiro (AL)"
"AL","28576","Santa Luzia Do Norte","Santa Luzia Do Norte (AL)"
"AL","28592","Santana Do Ipanema","Santana Do Ipanema (AL)"
"AL","28630","São Brás","São Brás (AL)"
"AL","28657","São José Da Laje","São José Da Laje (AL)"
"AL","28690","São Luís Do Quitunde","São Luís Do Quitunde (AL)"
"AL","28754","São Sebastião","São Sebastião (AL)"
"AL","28819","Taquarana","Taquarana (AL)"
"AL","28851","União Dos Palmares","União Dos Palmares (AL)"
"AL","28878","Viçosa","Viçosa (AL)"
"AL","28894","Craíbas","Craíbas (AL)"
"AL","28916","Senador Rui Palmeira","Senador Rui Palmeira (AL)"
"AL","28932","Teotônio Vilela","Teotônio Vilela (AL)"
"AM","02046","Careiro Da Várzea","Careiro Da Várzea (AM)"
"AM","02070","Autazes","Autazes (AM)"
"AM","02097","Barcelos","Barcelos (AM)"
"AM","02119","Barreirinha","Barreirinha (AM)"
"AM","02135","Benjamin Constant","Benjamin Constant (AM)"
"AM","02194","Canutama","Canutama (AM)"
"AM","02232","Careiro","Careiro (AM)"
"AM","02259","Coari","Coari (AM)"
"AM","02275","Codajás","Codajás (AM)"
"AM","02410","Itacoatiara","Itacoatiara (AM)"
"AM","02470","Juruá","Juruá (AM)"
"AM","02496","Jutaí","Jutaí (AM)"
"AM","02518","Lábrea","Lábrea (AM)"
"AM","02534","Manacapuru","Manacapuru (AM)"
"AM","02550","Manaus","Manaus (AM)"
"AM","02615","Maués","Maués (AM)"
"AM","02658","Nova Olinda Do Norte","Nova Olinda Do Norte (AM)"
"AM","02690","Parintins","Parintins (AM)"
"AM","02810","Tefé","Tefé (AM)"
"AM","02950","Beruri","Beruri (AM)"
"AM","02976","Boa Vista Do Ramos","Boa Vista Do Ramos (AM)"
"AM","98370","Itamarati","Itamarati (AM)"
"AM","98418","Presidente Figueiredo","Presidente Figueiredo (AM)"
"AM","98434","Rio Preto Da Eva","Rio Preto Da Eva (AM)"
"AP","06050","Macapá","Macapá (AP)"
"AP","06076","Mazagão","Mazagão (AP)"
"AP","06130","Laranjal Do Jari","Laranjal Do Jari (AP)"
"AP","06157","Santana","Santana (AP)"
"AP","06173","Tartarugalzinho","Tartarugalzinho (AP)"
"BA","30007","Luís Eduardo Magalhães","Luís Eduardo Magalhães (BA)"
"BA","30058","Eunápolis","Eunápolis (BA)"
"BA","30660","Iuiu","Iuiu (BA)"
"BA","30678","Jaborandi","Jaborandi (BA)"
"BA","30694","Jussari","Jussari (BA)"
"BA","30716","América Dourada","América Dourada (BA)"
"BA","30759","Barro Alto","Barro Alto (BA)"
"BA","30830","Capim Grosso","Capim Grosso (BA)"
"BA","30872","Dias D Ávila","Dias D Ávila (BA)"
"BA","30899","Fátima","Fátima (BA)"
"BA","30910","Filadélfia","Filadélfia (BA)"
"BA","30996","João Dourado","João Dourado (BA)"
"BA","33014","Abaíra","Abaíra (BA)"
"BA","33065","Adustina","Adustina (BA)"
"BA","33073","Água Fria","Água Fria (BA)"
"BA","33090","Érico Cardoso","Érico Cardoso (BA)"
"BA","33138","Alagoinhas","Alagoinhas (BA)"
"BA","33154","Alcobaça","Alcobaça (BA)"
"BA","33170","Almadina","Almadina (BA)"
"BA","33197","Amargosa","Amargosa (BA)"
"BA","33219","Amélia Rodrigues","Amélia Rodrigues (BA)"
"BA","33260","Andorinha","Andorinha (BA)"
"BA","33294","Anguera","Anguera (BA)"
"BA","33332","Antônio Cardoso","Antônio Cardoso (BA)"
"BA","33359","Antônio Gonçalves","Antônio Gonçalves (BA)"
"BA","33383","Araçás","Araçás (BA)"
"BA","33391","Aracatu","Aracatu (BA)"
"BA","33405","Apuarema","Apuarema (BA)"
"BA","33413","Araci","Araci (BA)"
"BA","33430","Aramari","Aramari (BA)"
"BA","33472","Aurelino Leal","Aurelino Leal (BA)"
"BA","33499","Baianópolis","Baianópolis (BA)"
"BA","33510","Baixa Grande","Baixa Grande (BA)"
"BA","33553","Barra Da Estiva","Barra Da Estiva (BA)"
"BA","33570","Barra Do Choça","Barra Do Choça (BA)"
"BA","33596","Barra Do Mendes","Barra Do Mendes (BA)"
"BA","33618","Barra Do Rocha","Barra Do Rocha (BA)"
"BA","33650","Barro Preto","Barro Preto (BA)"
"BA","33731","Boa Nova","Boa Nova (BA)"
"BA","33758","Boa Vista Do Tupim","Boa Vista Do Tupim (BA)"
"BA","33774","Bom Jesus Da Lapa","Bom Jesus Da Lapa (BA)"
"BA","33790","Boninal","Boninal (BA)"
"BA","33804","Bonito","Bonito (BA)"
"BA","33812","Boquira","Boquira (BA)"
"BA","33839","Botuporã","Botuporã (BA)"
"BA","33898","Brotas De Macaúbas","Brotas De Macaúbas (BA)"
"BA","33910","Brumado","Brumado (BA)"
"BA","33960","Cabaceiras Do Paraguaçu","Cabaceiras Do Paraguaçu (BA)"
"BA","33979","Cachoeira","Cachoeira (BA)"
"BA","33995","Caculé","Caculé (BA)"
"BA","34010","Caem","Caem (BA)"
"BA","34037","Caetité","Caetité (BA)"
"BA","34053","Cafarnaum","Cafarnaum (BA)"
"BA","34070","Cairu","Cairu (BA)"
"BA","34096","Caldeirão Grande","Caldeirão Grande (BA)"
"BA","34134","Camaçari","Camaçari (BA)"
"BA","34150","Camamu","Camamu (BA)"
"BA","34231","Canarana","Canarana (BA)"
"BA","34258","Canavieiras","Canavieiras (BA)"
"BA","34290","Candeias","Candeias (BA)"
"BA","34355","Cansanção","Cansanção (BA)"
"BA","34371","Caravelas","Caravelas (BA)"
"BA","34398","Cardeal Da Silva","Cardeal Da Silva (BA)"
"BA","34410","Carinhanha","Carinhanha (BA)"
"BA","34436","Casa Nova","Casa Nova (BA)"
"BA","34452","Castro Alves","Castro Alves (BA)"
"BA","34495","Catu","Catu (BA)"
"BA","34509","Caturama","Caturama (BA)"
"BA","34550","Cícero Dantas","Cícero Dantas (BA)"
"BA","34576","Cipó","Cipó (BA)"
"BA","34592","Coaraci","Coaraci (BA)"
"BA","34614","Cocos","Cocos (BA)"
"BA","34630","Conceição Da Feira","Conceição Da Feira (BA)"
"BA","34673","Conceição Do Coité","Conceição Do Coité (BA)"
"BA","34738","Condeúba","Condeúba (BA)"
"BA","34819","Coribe","Coribe (BA)"
"BA","34851","Correntina","Correntina (BA)"
"BA","34916","Crisópolis","Crisópolis (BA)"
"BA","35017","Dom Basílio","Dom Basílio (BA)"
"BA","35092","Entre Rios","Entre Rios (BA)"
"BA","35130","Euclides Da Cunha","Euclides Da Cunha (BA)"
"BA","35157","Feira De Santana","Feira De Santana (BA)"
"BA","35238","Gandu","Gandu (BA)"
"BA","35319","Governador Mangabeira","Governador Mangabeira (BA)"
"BA","35335","Guanambi","Guanambi (BA)"
"BA","35351","Guaratinga","Guaratinga (BA)"
"BA","35416","Ibicaraí","Ibicaraí (BA)"
"BA","35432","Ibicoara","Ibicoara (BA)"
"BA","35459","Ibicuí","Ibicuí (BA)"
"BA","35475","Ibipeba","Ibipeba (BA)"
"BA","35513","Ibipitanga","Ibipitanga (BA)"
"BA","35556","Ibirapitanga","Ibirapitanga (BA)"
"BA","35599","Ibirataia","Ibirataia (BA)"
"BA","35610","Ibitiara","Ibitiara (BA)"
"BA","35637","Ibititá","Ibititá (BA)"
"BA","35653","Ibotirama","Ibotirama (BA)"
"BA","35734","Ilhéus","Ilhéus (BA)"
"BA","35777","Ipecaetá","Ipecaetá (BA)"
"BA","35793","Ipiaú","Ipiaú (BA)"
"BA","35815","Ipirá","Ipirá (BA)"
"BA","35831","Ipupiara","Ipupiara (BA)"
"BA","35874","Iramaia","Iramaia (BA)"
"BA","35890","Iraquara","Iraquara (BA)"
"BA","35912","Irará","Irará (BA)"
"BA","35939","Irecê","Irecê (BA)"
"BA","35947","Itabela","Itabela (BA)"
"BA","35955","Itaberaba","Itaberaba (BA)"
"BA","35971","Itabuna","Itabuna (BA)"
"BA","36030","Itagi","Itagi (BA)"
"BA","36080","Itaguaçu Da Bahia","Itaguaçu Da Bahia (BA)"
"BA","36099","Itaju Do Colônia","Itaju Do Colônia (BA)"
"BA","36110","Itajuípe","Itajuípe (BA)"
"BA","36196","Itanagra","Itanagra (BA)"
"BA","36250","Itapé","Itapé (BA)"
"BA","36277","Itapebi","Itapebi (BA)"
"BA","36331","Itapitanga","Itapitanga (BA)"
"BA","36382","Itatim","Itatim (BA)"
"BA","36390","Itiruçu","Itiruçu (BA)"
"BA","36412","Itiúba","Itiúba (BA)"
"BA","36510","Jacobina","Jacobina (BA)"
"BA","36552","Jaguarari","Jaguarari (BA)"
"BA","36617","Jequié","Jequié (BA)"
"BA","36633","Jeremoabo","Jeremoabo (BA)"
"BA","36650","Jiquiriçá","Jiquiriçá (BA)"
"BA","36692","Juazeiro","Juazeiro (BA)"
"BA","36714","Jussara","Jussara (BA)"
"BA","36730","Jussiape","Jussiape (BA)"
"BA","36757","Lafaiete Coutinho","Lafaiete Coutinho (BA)"
"BA","36790","Lajedão","Lajedão (BA)"
"BA","36854","Lauro De Freitas","Lauro De Freitas (BA)"
"BA","36919","Livramento De Nossa Senhora","Livramento De Nossa Senhora (BA)"
"BA","36978","Macaúbas","Macaúbas (BA)"
"BA","37117","Maracás","Maracás (BA)"
"BA","37133","Maragogipe","Maragogipe (BA)"
"BA","37214","Mata De São João","Mata De São João (BA)"
"BA","37222","Matina","Matina (BA)"
"BA","37230","Medeiros Neto","Medeiros Neto (BA)"
"BA","37311","Monte Santo","Monte Santo (BA)"
"BA","37354","Morro Do Chapéu","Morro Do Chapéu (BA)"
"BA","37370","Mortugaba","Mortugaba (BA)"
"BA","37397","Mucugê","Mucugê (BA)"
"BA","37419","Mucuri","Mucuri (BA)"
"BA","37427","Mulungu Do Morro","Mulungu Do Morro (BA)"
"BA","37435","Mundo Novo","Mundo Novo (BA)"
"BA","37478","Muritiba","Muritiba (BA)"
"BA","37591","Nova Soure","Nova Soure (BA)"
"BA","37613","Nova Viçosa","Nova Viçosa (BA)"
"BA","37630","Olindina","Olindina (BA)"
"BA","37656","Oliveira Dos Brejinhos","Oliveira Dos Brejinhos (BA)"
"BA","37672","Ouriçangas","Ouriçangas (BA)"
"BA","37710","Palmeiras","Palmeiras (BA)"
"BA","37737","Paramirim","Paramirim (BA)"
"BA","37818","Paulo Afonso","Paulo Afonso (BA)"
"BA","37834","Pedrão","Pedrão (BA)"
"BA","37877","Piatã","Piatã (BA)"
"BA","37931","Pindobaçu","Pindobaçu (BA)"
"BA","37940","Piraí Do Norte","Piraí Do Norte (BA)"
"BA","37990","Planaltino","Planaltino (BA)"
"BA","38016","Planalto","Planalto (BA)"
"BA","38067","Ponto Novo","Ponto Novo (BA)"
"BA","38075","Porto Seguro","Porto Seguro (BA)"
"BA","38130","Presidente Dutra","Presidente Dutra (BA)"
"BA","38164","Presidente Tancredo Neves","Presidente Tancredo Neves (BA)"
"BA","38172","Queimadas","Queimadas (BA)"
"BA","38237","Retirolândia","Retirolândia (BA)"
"BA","38270","Riachão Do Jacuípe","Riachão Do Jacuípe (BA)"
"BA","38296","Riacho De Santana","Riacho De Santana (BA)"
"BA","38318","Ribeira Do Amparo","Ribeira Do Amparo (BA)"
"BA","38334","Ribeira Do Pombal","Ribeira Do Pombal (BA)"
"BA","38350","Rio De Contas","Rio De Contas (BA)"
"BA","38393","Rio Do Pires","Rio Do Pires (BA)"
"BA","38431","Rodelas","Rodelas (BA)"
"BA","38490","Salvador","Salvador (BA)"
"BA","38512","Santa Bárbara","Santa Bárbara (BA)"
"BA","38555","Santa Cruz Cabrália","Santa Cruz Cabrália (BA)"
"BA","38610","Santaluz","Santaluz (BA)"
"BA","38636","Santa Maria Da Vitória","Santa Maria Da Vitória (BA)"
"BA","38679","Santanópolis","Santanópolis (BA)"
"BA","38733","Santo Antônio De Jesus","Santo Antônio De Jesus (BA)"
"BA","38750","Santo Estevão","Santo Estevão (BA)"
"BA","38776","São Desidério","São Desidério (BA)"
"BA","38806","São Domingos","São Domingos (BA)"
"BA","38822","São Félix Do Coribe","São Félix Do Coribe (BA)"
"BA","38830","São Francisco Do Conde","São Francisco Do Conde (BA)"
"BA","38865","São José Do Jacuípe","São José Do Jacuípe (BA)"
"BA","38873","São Miguel Das Matas","São Miguel Das Matas (BA)"
"BA","38890","São Sebastião Do Passé","São Sebastião Do Passé (BA)"
"BA","38911","Sapeaçu","Sapeaçu (BA)"
"BA","38938","Sátiro Dias","Sátiro Dias (BA)"
"BA","38954","Saúde","Saúde (BA)"
"BA","38970","Seabra","Seabra (BA)"
"BA","39012","Senhor Do Bonfim","Senhor Do Bonfim (BA)"
"BA","39047","Serra Do Ramalho","Serra Do Ramalho (BA)"
"BA","39071","Serra Preta","Serra Preta (BA)"
"BA","39098","Serrinha","Serrinha (BA)"
"BA","39136","Simões Filho","Simões Filho (BA)"
"BA","39144","Sítio Do Mato","Sítio Do Mato (BA)"
"BA","39152","Souto Soares","Souto Soares (BA)"
"BA","39233","Taperoá","Taperoá (BA)"
"BA","39373","Tucano","Tucano (BA)"
"BA","39390","Uauá","Uauá (BA)"
"BA","39411","Ubaíra","Ubaíra (BA)"
"BA","39438","Ubaitaba","Ubaitaba (BA)"
"BA","39454","Ubatã","Ubatã (BA)"
"BA","39489","Umburanas","Umburanas (BA)"
"BA","39497","Una","Una (BA)"
"BA","39535","Uruçuca","Uruçuca (BA)"
"BA","39578","Valença","Valença (BA)"
"BA","39616","Várzea Do Poço","Várzea Do Poço (BA)"
"BA","39624","Varzedo","Varzedo (BA)"
"BA","39659","Vitória Da Conquista","Vitória Da Conquista (BA)"
"BA","39691","Wenceslau Guimarães","Wenceslau Guimarães (BA)"
"BA","39713","Xique-Xique","Xique-Xique (BA)"
"BA","39730","Lapão","Lapão (BA)"
"BA","39748","Madre De Deus","Madre De Deus (BA)"
"BA","39772","Mansidão","Mansidão (BA)"
"BA","39810","Pé De Serra","Pé De Serra (BA)"
"BA","39837","Pintadas","Pintadas (BA)"
"BA","39845","Quixabeira","Quixabeira (BA)"
"BA","39918","Tanque Novo","Tanque Novo (BA)"
"BA","39934","Teixeira De Freitas","Teixeira De Freitas (BA)"
"BA","39942","Novo Horizonte","Novo Horizonte (BA)"
"BA","39950","Várzea Nova","Várzea Nova (BA)"
"BA","39985","Sobradinho","Sobradinho (BA)"
"CE","13005","Jijoca De Jericoacoara","Jijoca De Jericoacoara (CE)"
"CE","13137","Alto Santo","Alto Santo (CE)"
"CE","13196","Aquiraz","Aquiraz (CE)"
"CE","13218","Aracati","Aracati (CE)"
"CE","13374","Barbalha","Barbalha (CE)"
"CE","13471","Boa Viagem","Boa Viagem (CE)"
"CE","13579","Capistrano","Capistrano (CE)"
"CE","13633","Caririaçu","Caririaçu (CE)"
"CE","13692","Cascavel","Cascavel (CE)"
"CE","13714","Catarina","Catarina (CE)"
"CE","13730","Caucaia","Caucaia (CE)"
"CE","13897","Fortaleza","Fortaleza (CE)"
"CE","13919","Frecheirinha","Frecheirinha (CE)"
"CE","14010","Guaraciaba Do Norte","Guaraciaba Do Norte (CE)"
"CE","14079","Ibiapina","Ibiapina (CE)"
"CE","14117","Iguatu","Iguatu (CE)"
"CE","14192","Ipueiras","Ipueiras (CE)"
"CE","14290","Itapipoca","Itapipoca (CE)"
"CE","14451","Jati","Jati (CE)"
"CE","14478","Juazeiro Do Norte","Juazeiro Do Norte (CE)"
"CE","14516","Lavras Da Mangabeira","Lavras Da Mangabeira (CE)"
"CE","14575","Marco","Marco (CE)"
"CE","14630","Mauriti","Mauriti (CE)"
"CE","14672","Milagres","Milagres (CE)"
"CE","14699","Missão Velha","Missão Velha (CE)"
"CE","14737","Monsenhor Tabosa","Monsenhor Tabosa (CE)"
"CE","14850","Nova Olinda","Nova Olinda (CE)"
"CE","14958","Pacatuba","Pacatuba (CE)"
"CE","14974","Pacoti","Pacoti (CE)"
"CE","15032","Palmácia","Palmácia (CE)"
"CE","15113","Pedra Branca","Pedra Branca (CE)"
"CE","15253","Potengi","Potengi (CE)"
"CE","15270","Quixadá","Quixadá (CE)"
"CE","15377","Russas","Russas (CE)"
"CE","15431","Santana Do Cariri","Santana Do Cariri (CE)"
"CE","15610","Solonópole","Solonópole (CE)"
"CE","15679","Tauá","Tauá (CE)"
"CE","15733","Ubajara","Ubajara (CE)"
"CE","15881","Croatá","Croatá (CE)"
"CE","15911","Forquilha","Forquilha (CE)"
"CE","15938","Icapuí","Icapuí (CE)"
"CE","15989","Deputado Irapuan Pinheiro","Deputado Irapuan Pinheiro (CE)"
"ES","56030","Alegre","Alegre (ES)"
"ES","56049","Irupi","Irupi (ES)"
"ES","56057","Alfredo Chaves","Alfredo Chaves (ES)"
"ES","56065","Alto Rio Novo","Alto Rio Novo (ES)"
"ES","56073","Anchieta","Anchieta (ES)"
"ES","56090","Apiacá","Apiacá (ES)"
"ES","56111","Aracruz","Aracruz (ES)"
"ES","56120","Marataízes","Marataízes (ES)"
"ES","56138","Atílio Vivácqua","Atílio Vivácqua (ES)"
"ES","56146","Brejetuba","Brejetuba (ES)"
"ES","56154","Baixo Guandu","Baixo Guandu (ES)"
"ES","56162","São Roque Do Canaã","São Roque Do Canaã (ES)"
"ES","56170","Barra De São Francisco","Barra De São Francisco (ES)"
"ES","56189","Sooretama","Sooretama (ES)"
"ES","56197","Boa Esperança","Boa Esperança (ES)"
"ES","56200","Ponto Belo","Ponto Belo (ES)"
"ES","56227","Vila Valério","Vila Valério (ES)"
"ES","56235","Cachoeiro De Itapemirim","Cachoeiro De Itapemirim (ES)"
"ES","56251","Cariacica","Cariacica (ES)"
"ES","56278","Castelo","Castelo (ES)"
"ES","56294","Colatina","Colatina (ES)"
"ES","56308","Governador Lindenberg","Governador Lindenberg (ES)"
"ES","56316","Conceição Da Barra","Conceição Da Barra (ES)"
"ES","56332","Conceição Do Castelo","Conceição Do Castelo (ES)"
"ES","56359","Divino De São Lourenço","Divino De São Lourenço (ES)"
"ES","56375","Domingos Martins","Domingos Martins (ES)"
"ES","56391","Dores Do Rio Preto","Dores Do Rio Preto (ES)"
"ES","56413","Ecoporanga","Ecoporanga (ES)"
"ES","56430","Fundão","Fundão (ES)"
"ES","56456","Guaçuí","Guaçuí (ES)"
"ES","56472","Guarapari","Guarapari (ES)"
"ES","56499","Ibiraçu","Ibiraçu (ES)"
"ES","56502","Ibitirama","Ibitirama (ES)"
"ES","56510","Iconha","Iconha (ES)"
"ES","56537","Itaguaçu","Itaguaçu (ES)"
"ES","56553","Itapemirim","Itapemirim (ES)"
"ES","56570","Itarana","Itarana (ES)"
"ES","56596","Iúna","Iúna (ES)"
"ES","56618","Jerônimo Monteiro","Jerônimo Monteiro (ES)"
"ES","56626","João Neiva","João Neiva (ES)"
"ES","56634","Linhares","Linhares (ES)"
"ES","56650","Mantenópolis","Mantenópolis (ES)"
"ES","56693","Montanha","Montanha (ES)"
"ES","56715","Mucurici","Mucurici (ES)"
"ES","56731","Muniz Freire","Muniz Freire (ES)"
"ES","56774","Nova Venécia","Nova Venécia (ES)"
"ES","56812","Pinheiros","Pinheiros (ES)"
"ES","56839","Piúma","Piúma (ES)"
"ES","56855","Presidente Kennedy","Presidente Kennedy (ES)"
"ES","56898","Santa Leopoldina","Santa Leopoldina (ES)"
"ES","56910","Santa Teresa","Santa Teresa (ES)"
"ES","56952","São José Do Calçado","São José Do Calçado (ES)"
"ES","56979","São Mateus","São Mateus (ES)"
"ES","56995","Serra","Serra (ES)"
"ES","57010","Viana","Viana (ES)"
"ES","57037","Vila Velha","Vila Velha (ES)"
"ES","57053","Vitória","Vitória (ES)"
"ES","57070","Marilândia","Marilândia (ES)"
"ES","57096","Ibatiba","Ibatiba (ES)"
"ES","57118","Rio Bananal","Rio Bananal (ES)"
"ES","57134","Jaguaré","Jaguaré (ES)"
"ES","57150","Pedro Canário","Pedro Canário (ES)"
"ES","57932","Santa Maria De Jetibá","Santa Maria De Jetibá (ES)"
"ES","57959","Vargem Alta","Vargem Alta (ES)"
"ES","57975","Venda Nova Do Imigrante","Venda Nova Do Imigrante (ES)"
"ES","57991","Águia Branca","Águia Branca (ES)"
"GO","92010","Abadiânia","Abadiânia (GO)"
"GO","92029","Bonfinópolis","Bonfinópolis (GO)"
"GO","92037","Água Limpa","Água Limpa (GO)"
"GO","92053","Alexânia","Alexânia (GO)"
"GO","92061","Campos Verdes","Campos Verdes (GO)"
"GO","92100","Cezarina","Cezarina (GO)"
"GO","92118","Alto Paraíso De Goiás","Alto Paraíso De Goiás (GO)"
"GO","92126","Colinas Do Sul","Colinas Do Sul (GO)"
"GO","92150","Alvorada Do Norte","Alvorada Do Norte (GO)"
"GO","92169","Morro Agudo De Goiás","Morro Agudo De Goiás (GO)"
"GO","92177","Amorinópolis","Amorinópolis (GO)"
"GO","92207","Edealina","Edealina (GO)"
"GO","92215","Anápolis","Anápolis (GO)"
"GO","92223","Faina","Faina (GO)"
"GO","92231","Anhangüera","Anhangüera (GO)"
"GO","92258","Anicuns","Anicuns (GO)"
"GO","92266","Gouvelândia","Gouvelândia (GO)"
"GO","92274","Aparecida De Goiânia","Aparecida De Goiânia (GO)"
"GO","92282","Itaguari","Itaguari (GO)"
"GO","92312","Araçu","Araçu (GO)"
"GO","92320","Matrinchã","Matrinchã (GO)"
"GO","92339","Aragarças","Aragarças (GO)"
"GO","92347","Mimoso De Goiás","Mimoso De Goiás (GO)"
"GO","92355","Aragoiânia","Aragoiânia (GO)"
"GO","92363","Montividiu","Montividiu (GO)"
"GO","92444","Novo Planalto","Novo Planalto (GO)"
"GO","92460","Palestina De Goiás","Palestina De Goiás (GO)"
"GO","92517","Aurilândia","Aurilândia (GO)"
"GO","92550","Avelinópolis","Avelinópolis (GO)"
"GO","92568","Santa Fé De Goiás","Santa Fé De Goiás (GO)"
"GO","92614","Baliza","Baliza (GO)"
"GO","92622","São João Da Paraúna","São João Da Paraúna (GO)"
"GO","92630","Barro Alto","Barro Alto (GO)"
"GO","92649","São Luiz Do Norte","São Luiz Do Norte (GO)"
"GO","92657","Bela Vista De Goiás","Bela Vista De Goiás (GO)"
"GO","92665","São Miguel Do Passa Quatro","São Miguel Do Passa Quatro (GO)"
"GO","92673","Bom Jardim De Goiás","Bom Jardim De Goiás (GO)"
"GO","92690","Bom Jesus De Goiás","Bom Jesus De Goiás (GO)"
"GO","92703","Senador Canedo","Senador Canedo (GO)"
"GO","92711","Brazabrantes","Brazabrantes (GO)"
"GO","92720","Simolândia","Simolândia (GO)"
"GO","92754","Britânia","Britânia (GO)"
"GO","92770","Buriti Alegre","Buriti Alegre (GO)"
"GO","92789","Trombas","Trombas (GO)"
"GO","92797","Cabeceiras","Cabeceiras (GO)"
"GO","92800","Turvelândia","Turvelândia (GO)"
"GO","92819","Cachoeira Alta","Cachoeira Alta (GO)"
"GO","92827","Rio Quente","Rio Quente (GO)"
"GO","92851","Caçu","Caçu (GO)"
"GO","92860","Guarinos","Guarinos (GO)"
"GO","92878","Caiapônia","Caiapônia (GO)"
"GO","92886","Cocalzinho De Goiás","Cocalzinho De Goiás (GO)"
"GO","92894","Caldas Novas","Caldas Novas (GO)"
"GO","92908","Santo Antônio De Goiás","Santo Antônio De Goiás (GO)"
"GO","92916","Campestre De Goiás","Campestre De Goiás (GO)"
"GO","92932","Campinorte","Campinorte (GO)"
"GO","92940","Alto Horizonte","Alto Horizonte (GO)"
"GO","92959","Campo Alegre De Goiás","Campo Alegre De Goiás (GO)"
"GO","92967","Castelândia","Castelândia (GO)"
"GO","92975","Campos Belos","Campos Belos (GO)"
"GO","92983","Jesúpolis","Jesúpolis (GO)"
"GO","92991","Carmo Do Rio Verde","Carmo Do Rio Verde (GO)"
"GO","93009","Aparecida Do Rio Doce","Aparecida Do Rio Doce (GO)"
"GO","93017","Catalão","Catalão (GO)"
"GO","93025","Cidade Ocidental","Cidade Ocidental (GO)"
"GO","93033","Caturaí","Caturaí (GO)"
"GO","93041","Professor Jamil","Professor Jamil (GO)"
"GO","93050","Cavalcante","Cavalcante (GO)"
"GO","93068","Perolândia","Perolândia (GO)"
"GO","93076","Ceres","Ceres (GO)"
